Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	v2sama---
βαπτιστοῦ	baptistou=	βαπτιστής	baptisth/s	n-s---mg-
βαπτιστήν	baptisth/n	βαπτιστής	baptisth/s	n-s---ma-
βαπτίζομαι	bapti/zomai	βαπτίζω	bapti/zw	v1spie---
βαπτίζοντος	bapti/zontos	βαπτίζω	bapti/zw	v-sppamg-
βαπτίζοντος	bapti/zontos	βαπτίζω	bapti/zw	v-sppang-
βαπτίζων	bapti/zwn	βαπτίζω	bapti/zw	v-sppamn-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	n-d---fn-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	n-d---fv-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	n-d---fa-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	n-s---fd-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	n-s---fd-
βαπτίσει	bapti/sei	βαπτίζω	bapti/zw	v3sasa---
βαπτίσει	bapti/sei	βαπτίζω	bapti/zw	v2sfim---
βαπτίσει	bapti/sei	βαπτίζω	bapti/zw	v3sfia---
βασανιζομένους	basanizome/nous	βασανίζω	basani/zw	v-pppema-
βασανίσῃς	basani/sh|s	βασανίζω	basani/zw	v2sasa---
βασιλεία	basilei/a	βασίλεια	basi/leia	n-d---fn-
βασιλεία	basilei/a	βασίλεια	basi/leia	n-d---fv-
βασιλεία	basilei/a	βασίλεια	basi/leia	n-d---fa-
βασιλεία	basilei/a	βασίλειος	basi/leios	a-d---fn-
βασιλεία	basilei/a	βασίλειος	basi/leios	a-d---fv-
βασιλεία	basilei/a	βασίλειος	basi/leios	a-d---fa-
βασιλεία	basilei/a	βασίλειος	basi/leios	a-s---fn-
βασιλεία	basilei/a	βασίλειος	basi/leios	a-s---fv-
βασιλεία	basilei/a	βασιλεία	basilei/a	n-d---fn-
βασιλεία	basilei/a	βασιλεία	basilei/a	n-d---fv-
βασιλεία	basilei/a	βασιλεία	basilei/a	n-d---fa-
βασιλεία	basilei/a	βασιλεία	basilei/a	n-s---fn-
βασιλεία	basilei/a	βασιλεία	basilei/a	n-s---fv-
βασιλεία	basilei/a	βασιλειάω	basileia/w	v2spma---
βασιλεία	basilei/a	βασιλειάω	basileia/w	v2spma---
βασιλεία	basilei/a	βασιλειάω	basileia/w	v3siia---
βασιλεία	basilei/a	βασιλειάω	basileia/w	v3siia---
βασιλείαν	basilei/an	βασίλειος	basi/leios	a-s---fa-
βασιλείαν	basilei/an	βασιλεία	basilei/a	n-s---fa-
βασιλείαν	basilei/an	βασιλειάω	basileia/w	v3piia---
βασιλείαν	basilei/an	βασιλειάω	basileia/w	v1siia---
βασιλείαν	basilei/an	βασιλειάω	basileia/w	v3piia---
βασιλείαν	basilei/an	βασιλειάω	basileia/w	v1siia---
βασιλείας	basilei/as	βασίλεια	basi/leia	n-p---fa-
βασιλείας	basilei/as	βασίλεια	basi/leia	n-s---fg-
βασιλείας	basilei/as	βασίλειος	basi/leios	a-p---fa-
βασιλείας	basilei/as	βασίλειος	basi/leios	a-s---fg-
βασιλείας	basilei/as	βασιλεία	basilei/a	n-p---fa-
βασιλείας	basilei/as	βασιλεία	basilei/a	n-s---fg-
βασιλείας	basilei/as	βασιλειάω	basileia/w	v2siia---
βασιλείας	basilei/as	βασιλειάω	basileia/w	v2siia---
βασιλείᾳ	basilei/a|	βασίλεια	basi/leia	n-s---fd-
βασιλείᾳ	basilei/a|	βασίλειος	basi/leios	a-s---fd-
βασιλείᾳ	basilei/a|	βασιλεία	basilei/a	n-s---fd-
βασιλεύς	basileu/s	βασιλεύς	basileu/s	n-s---mn-
βασιλεῦ	basileu=	βασιλεύς	basileu/s	n-s---mv-
βασιλέα	basile/a	βασιλεύς	basileu/s	n-s---ma-
βασιλέων	basile/wn	βασίλη	basi/lh	n-p---fg-
βασιλέων	basile/wn	βασιλεύς	basileu/s	n-p---mg-
βασιλέων	basile/wn	βασιλεύς	basileu/s	n-p---mg-
βαστάζων	basta/zwn	βαστάζω	basta/zw	v-sppamn-
βδέλυγμα	bde/lugma	βδέλυγμα	bde/lugma	n-s---nn-
βδέλυγμα	bde/lugma	βδέλυγμα	bde/lugma	n-s---nv-
βδέλυγμα	bde/lugma	βδέλυγμα	bde/lugma	n-s---na-
βεβαιοῦντος	bebaiou=ntos	βεβαιόω	bebaio/w	v-sppamg-
βεβαιοῦντος	bebaiou=ntos	βεβαιόω	bebaio/w	v-sppang-
βεβλημένον	beblhme/non	βάλλω	ba/llw	v-srpema-
βεβλημένον	beblhme/non	βάλλω	ba/llw	v-srpenn-
βεβλημένον	beblhme/non	βάλλω	ba/llw	v-srpenv-
βεβλημένον	beblhme/non	βάλλω	ba/llw	v-srpena-
βιβλίον	bibli/on	βιβλίον	bibli/on	n-s---nn-
βιβλίον	bibli/on	βιβλίον	bibli/on	n-s---nv-
βιβλίον	bibli/on	βιβλίον	bibli/on	n-s---na-
βλαστᾷ	blasta=|	βλαστάω	blasta/w	v2spse---
βλαστᾷ	blasta=|	βλαστάω	blasta/w	v2spie---
βλαστᾷ	blasta=|	βλαστάω	blasta/w	v3spsa---
βλαστᾷ	blasta=|	βλαστάω	blasta/w	v3spia---
βλασφημεῖ	blasfhmei=	βλασφημέω	blasfhme/w	v2spie---
βλασφημεῖ	blasfhmei=	βλασφημέω	blasfhme/w	v3spia---
βλασφημήσωσιν	blasfhmh/swsin	βλασφημέω	blasfhme/w	v3pasa---
βλασφημήσῃ	blasfhmh/sh|	βλασφημέω	blasfhme/w	v2sasm---
βλασφημήσῃ	blasfhmh/sh|	βλασφημέω	blasfhme/w	v3sasa---
βλασφημήσῃ	blasfhmh/sh|	βλασφημέω	blasfhme/w	v2sfim---
βλασφημία	blasfhmi/a	βλασφημία	blasfhmi/a	n-d---fn-
βλασφημία	blasfhmi/a	βλασφημία	blasfhmi/a	n-d---fv-
βλασφημία	blasfhmi/a	βλασφημία	blasfhmi/a	n-d---fa-
βλασφημία	blasfhmi/a	βλασφημία	blasfhmi/a	n-s---fn-
βλασφημία	blasfhmi/a	βλασφημία	blasfhmi/a	n-s---fv-
βλασφημίαι	blasfhmi/ai	βλασφημία	blasfhmi/a	n-p---fn-
βλασφημίαι	blasfhmi/ai	βλασφημία	blasfhmi/a	n-p---fv-
βλασφημίαι	blasfhmi/ai	βλασφημία	blasfhmi/a	n-s---fd-
βλασφημίας	blasfhmi/as	βλασφημία	blasfhmi/a	n-p---fa-
βλασφημίας	blasfhmi/as	βλασφημία	blasfhmi/a	n-s---fg-
βληθῆναι	blhqh=nai	βάλλω	ba/llw	v--anp---
βλάψῃ	bla/yh|	βλάπτω	bla/ptw	v2sasm---
βλάψῃ	bla/yh|	βλάπτω	bla/ptw	v3sasa---
βλάψῃ	bla/yh|	βλάπτω	bla/ptw	v2sfim---
βλάψῃ	bla/yh|	βλάψις	bla/yis	n-s---fd-
βλέπεις	ble/peis	βλέπω	ble/pw	v2spia---
βλέπετε	ble/pete	βλέπω	ble/pw	v2ppma---
βλέπετε	ble/pete	βλέπω	ble/pw	v2ppia---
βλέπετε	ble/pete	βλέπω	ble/pw	v2piia---
βλέποντες	ble/pontes	βλέπω	ble/pw	v-pppamn-
βλέποντες	ble/pontes	βλέπω	ble/pw	v-pppamv-
βλέπωσι	ble/pwsi	βλέπω	ble/pw	v3ppsa---
βλήθητι	blh/qhti	βάλλω	ba/llw	v2samp---
βοσκομένη	boskome/nh	βόσκω	bo/skw	v-sfpmfn-
βοσκομένη	boskome/nh	βόσκω	bo/skw	v-sfpmfv-
βοσκομένη	boskome/nh	βόσκω	bo/skw	v-sppefn-
βοσκομένη	boskome/nh	βόσκω	bo/skw	v-sppefv-
βουλευτής	bouleuth/s	βουλευτής	bouleuth/s	n-s---mn-
βουλόμενος	boulo/menos	βούλομαι	bou/lomai	v-sppemn-
βοήθει	boh/qei	βοηθέω	bohqe/w	v2spma---
βοήθει	boh/qei	βοηθέω	bohqe/w	v3siia---
βοήθησον	boh/qhson	βοηθέω	bohqe/w	v2sama---
βοῶντος	bow=ntos	βοάω	boa/w	v-sppamg-
βοῶντος	bow=ntos	βοάω	boa/w	v-sppang-
βοῶντος	bow=ntos	βοόω	boo/w	v-sppamg-
βοῶντος	bow=ntos	βοόω	boo/w	v-sppang-
βρώματα	brw/mata	βρῶμα	brw=ma	n-p---nn-
βρώματα	brw/mata	βρῶμα	brw=ma	n-p---nv-
βρώματα	brw/mata	βρῶμα	brw=ma	n-p---na-
βάθος	ba/qos	βάθος	ba/qos	n-s---nn-
βάθος	ba/qos	βάθος	ba/qos	n-s---nv-
βάθος	ba/qos	βάθος	ba/qos	n-s---na-
βάλλει	ba/llei	βάλλις	ba/llis	n-d---fn-
βάλλει	ba/llei	βάλλις	ba/llis	n-d---fv-
βάλλει	ba/llei	βάλλις	ba/llis	n-d---fa-
βάλλει	ba/llei	βάλλις	ba/llis	n-s---fd-
βάλλει	ba/llei	βάλλις	ba/llis	n-s---fd-
βάλλει	ba/llei	βάλλω	ba/llw	v2spie---
βάλλει	ba/llei	βάλλω	ba/llw	v3spia---
βάλλοντες	ba/llontes	βάλλω	ba/llw	v-pppamn-
βάλλοντες	ba/llontes	βάλλω	ba/llw	v-pppamv-
βάλῃ	ba/lh|	βάλλω	ba/llw	v2sase---
βάλῃ	ba/lh|	βάλλω	ba/llw	v3sasa---
βάλῃ	ba/lh|	βάλλω	ba/llw	v2sasm---
βάλῃ	ba/lh|	βάλλω	ba/llw	v3sasa---
βάπτισμα	ba/ptisma	βάπτισμα	ba/ptisma	n-s---nn-
βάπτισμα	ba/ptisma	βάπτισμα	ba/ptisma	n-s---nv-
βάπτισμα	ba/ptisma	βάπτισμα	ba/ptisma	n-s---na-
βάτου	ba/tou	βάτης	ba/ths	n-s---mg-
βάτου	ba/tou	βάτον	ba/ton	n-s---ng-
βάτου	ba/tou	βάτοσ1	ba/tos1	n-s---fg-
βάτου	ba/tou	βάτοσ2	ba/tos2	n-s---mg-
βέβληται	be/blhtai	βάλλω	ba/llw	v3srie---
βίβλῳ	bi/blw|	βίβλος	bi/blos	n-s---fd-
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βόσκοντες	bo/skontes	βόσκω	bo/skw	v-pppamn-
βόσκοντες	bo/skontes	βόσκω	bo/skw	v-pppamv-
γαζοφυλακίου	gazofulaki/ou	γαζοφυλάκιον	gazofula/kion	n-s---ng-
γαζοφυλάκιον	gazofula/kion	γαζοφυλάκιον	gazofula/kion	n-s---nn-
γαζοφυλάκιον	gazofula/kion	γαζοφυλάκιον	gazofula/kion	n-s---nv-
γαζοφυλάκιον	gazofula/kion	γαζοφυλάκιον	gazofula/kion	n-s---na-
γαζοφυλάκιον	gazofula/kion	γαζοφυλακέω	gazofulake/w	v3piia---
γαζοφυλάκιον	gazofula/kion	γαζοφυλακέω	gazofulake/w	v1siia---
γαλήνη	galh/nh	γαλήνη	galh/nh	n-s---fn-
γαλήνη	galh/nh	γαλήνη	galh/nh	n-s---fv-
γαμοῦσιν	gamou=sin	γαμέω	game/w	v-pfpamd-
γαμοῦσιν	gamou=sin	γαμέω	game/w	v-pfpand-
γαμοῦσιν	gamou=sin	γαμέω	game/w	v3pfia---
γαμοῦσιν	gamou=sin	γαμέω	game/w	v-pppamd-
γαμοῦσιν	gamou=sin	γαμέω	game/w	v-pppand-
γαμοῦσιν	gamou=sin	γαμέω	game/w	v3ppia---
γαμήσῃ	gamh/sh|	γαμέω	game/w	v2sasm---
γαμήσῃ	gamh/sh|	γαμέω	game/w	v3sasa---
γαμίζονται	gami/zontai	γαμίζω	gami/zw	v3ppie---
γαστρί	gastri/	γαστήρ	gasth/r	n-s---fd-
γεγονός	gegono/s	γίγνομαι	gi/gnomai	v-srpann-
γεγονός	gegono/s	γίγνομαι	gi/gnomai	v-srpanv-
γεγονός	gegono/s	γίγνομαι	gi/gnomai	v-srpana-
γεμίζεσθαι	gemi/zesqai	γεμίζω	gemi/zw	v--pne---
γεμίσας	gemi/sas	γεμίζω	gemi/zw	v-sapamn-
γεμίσας	gemi/sas	γεμίζω	gemi/zw	v-sapamv-
γενεσίοις	genesi/ois	γενέσιος	gene/sios	n-p---md-
γενεσίοις	genesi/ois	γενέσιος	gene/sios	n-p---fd-
γενεσίοις	genesi/ois	γενέσιος	gene/sios	n-p---nd-
γενεά	genea/	γενεά	genea/	n-d---fn-
γενεά	genea/	γενεά	genea/	n-d---fv-
γενεά	genea/	γενεά	genea/	n-d---fa-
γενεά	genea/	γενεά	genea/	n-s---fn-
γενεά	genea/	γενεά	genea/	n-s---fv-
γενεᾷ	genea=|	γενεά	genea/	n-s---fd-
γενομένης	genome/nhs	γίγνομαι	gi/gnomai	v-sapmfg-
γενομένοις	genome/nois	γίγνομαι	gi/gnomai	v-papmmd-
γενομένοις	genome/nois	γίγνομαι	gi/gnomai	v-papmnd-
γενομένου	genome/nou	γίγνομαι	gi/gnomai	v-sapmmg-
γενομένου	genome/nou	γίγνομαι	gi/gnomai	v-sapmng-
γενέσθαι	gene/sqai	γίγνομαι	gi/gnomai	v--anm---
γενήματος	genh/matos	γένημα	ge/nhma	n-s---ng-
γενόμενος	geno/menos	γίγνομαι	gi/gnomai	v-sapmmn-
γεωργοί	gewrgoi/	γεωργός	gewrgo/s	n-p---mn-
γεωργοί	gewrgoi/	γεωργός	gewrgo/s	n-p---mv-
γεωργοί	gewrgoi/	γεωργός	gewrgo/s	n-p---fn-
γεωργοί	gewrgoi/	γεωργός	gewrgo/s	n-p---fv-
γεωργούς	gewrgou/s	γεωργός	gewrgo/s	n-p---ma-
γεωργούς	gewrgou/s	γεωργός	gewrgo/s	n-p---fa-
γεωργοῖς	gewrgoi=s	γεωργέω	gewrge/w	v2spoa---
γεωργοῖς	gewrgoi=s	γεωργός	gewrgo/s	n-p---md-
γεωργοῖς	gewrgoi=s	γεωργός	gewrgo/s	n-p---fd-
γεωργοῖς	gewrgoi=s	γεωργός	gewrgo/s	n-p---nd-
γεωργῶν	gewrgw=n	γεωργέω	gewrge/w	v-sppamn-
γεωργῶν	gewrgw=n	γεωργός	gewrgo/s	n-p---mg-
γεωργῶν	gewrgw=n	γεωργός	gewrgo/s	n-p---fg-
γεωργῶν	gewrgw=n	γεωργός	gewrgo/s	n-p---ng-
γεύσωνται	geu/swntai	γεύω	geu/w	v3pasm---
γινόμενα	gino/mena	γίγνομαι	gi/gnomai	v-pppenn-
γινόμενα	gino/mena	γίγνομαι	gi/gnomai	v-pppenv-
γινόμενα	gino/mena	γίγνομαι	gi/gnomai	v-pppena-
γινόμεναι	gino/menai	γίγνομαι	gi/gnomai	v-pppefn-
γινόμεναι	gino/menai	γίγνομαι	gi/gnomai	v-pppefv-
γινώσκετε	ginw/skete	γιγνώσκω	gignw/skw	v2ppma---
γινώσκετε	ginw/skete	γιγνώσκω	gignw/skw	v2ppia---
γινώσκετε	ginw/skete	γιγνώσκω	gignw/skw	v2piia---
γλώσσαις	glw/ssais	γλῶσσα	glw=ssa	n-p---fd-
γλώσσαις	glw/ssais	γλῶσσα	glw=ssa	n-p---fd-
γλώσσης	glw/sshs	γλῶσσα	glw=ssa	n-s---fg-
γλώσσης	glw/sshs	γλῶσσα	glw=ssa	n-s---fg-
γναφεύς	gnafeu/s	γναφεύς	gnafeu/s	n-s---mn-
γναφεύς	gnafeu/s	κναφεύς	knafeu/s	n-s---mn-
γνούς	gnou/s	γιγνώσκω	gignw/skw	v-sapamn-
γνούς	gnou/s	γιγνώσκω	gignw/skw	v-sapamv-
γνόντες	gno/ntes	γιγνώσκω	gignw/skw	v-papamn-
γνόντες	gno/ntes	γιγνώσκω	gignw/skw	v-papamv-
γνώσεσθε	gnw/sesqe	γιγνώσκω	gignw/skw	v2pfim---
γνῶναι	gnw=nai	γιγνώσκω	gignw/skw	v--ana---
γονεῖς	gonei=s	γονάω	gona/w	v2spia---
γονεῖς	gonei=s	γονεύς	goneu/s	n-p---ma-
γονεῖς	gonei=s	γονεύς	goneu/s	n-p---mn-
γονεῖς	gonei=s	γονεύς	goneu/s	n-p---mv-
γονυπετήσας	gonupeth/sas	γονυπετέω	gonupete/w	v-sapamn-
γονυπετήσας	gonupeth/sas	γονυπετέω	gonupete/w	v-sapamv-
γονυπετῶν	gonupetw=n	γονυπετέω	gonupete/w	v-sppamn-
γονυπετῶν	gonupetw=n	γονυπετής	gonupeth/s	n-p---mg-
γονυπετῶν	gonupetw=n	γονυπετής	gonupeth/s	n-p---fg-
γονυπετῶν	gonupetw=n	γονυπετής	gonupeth/s	n-p---ng-
γραμματεύς	grammateu/s	γραμματεύς	grammateu/s	n-s---mn-
γραμματεῖς	grammatei=s	γραμματεύς	grammateu/s	n-p---ma-
γραμματεῖς	grammatei=s	γραμματεύς	grammateu/s	n-p---mn-
γραμματεῖς	grammatei=s	γραμματεύς	grammateu/s	n-p---mv-
γραμματεῦσιν	grammateu=sin	γραμματεύς	grammateu/s	n-p---md-
γραμματέων	grammate/wn	γραμματεύς	grammateu/s	n-p---mg-
γραμματέων	grammate/wn	γραμματεύς	grammateu/s	n-p---mg-
γραφαί	grafai/	γραφή	grafh/	n-p---fn-
γραφαί	grafai/	γραφή	grafh/	n-p---fv-
γραφαί	grafai/	γραφής	grafh/s	n-p---mn-
γραφαί	grafai/	γραφής	grafh/s	n-p---mv-
γραφάς	grafa/s	γραφή	grafh/	n-p---fa-
γραφάς	grafa/s	γραφής	grafh/s	n-p---ma-
γραφάς	grafa/s	γραφής	grafh/s	n-s---mn-
γραφήν	grafh/n	γραφή	grafh/	n-s---fa-
γραφήν	grafh/n	γραφής	grafh/s	n-s---ma-
γρηγορεῖτε	grhgorei=te	γρηγορέω	grhgore/w	v2ppma---
γρηγορεῖτε	grhgorei=te	γρηγορέω	grhgore/w	v2ppoa---
γρηγορεῖτε	grhgorei=te	γρηγορέω	grhgore/w	v2ppia---
γρηγορεῖτε	grhgorei=te	γρηγορέω	grhgore/w	v2piia---
